DEPTH,AC,SP,GR,RT
746.35,335.731,80.426,65.42,3.949
746.475,340.669,80.499,65.334,3.918
746.6,345.322,80.617,66.264,3.917
746.725,349.02,80.792,67.971,3.956
746.85,351.645,81.005,70.199,4.054
746.975,353.57,81.176,72.511,4.215
747.1,355.555,81.245,74.576,4.449
747.225,358.23,81.183,75.881,4.767
747.35,361.843,80.982,75.712,5.193
747.475,366.05,80.693,74.692,5.71
747.6,369.921,80.332,73.649,6.294
747.725,372.651,79.892,73.031,6.88
747.85,373.993,79.366,72.506,7.364
747.975,374.246,78.822,71.516,7.644
748.1,374.084,78.312,70.101,7.649
748.225,373.695,77.866,68.688,7.372
748.35,372.188,77.511,67.69,6.864
748.475,367.499,77.238,66.896,6.282
748.6,358.711,77.074,66.092,5.696
748.725,347.341,77.087,65.363,5.157
748.85,336.24,77.414,65.365,4.688
748.975,328.231,78.024,66.23,4.279
749.1,323.84,78.861,67.458,3.928
749.225,321.149,79.869,68.509,3.638
749.35,322.797,81.041,69.397,3.381
749.475,330.697,82.327,70.54,3.223
749.6,343.928,83.667,72.078,3.131
749.725,357.934,84.934,73.835,3.098
749.85,366.455,85.908,75.431,3.116
749.975,365.537,86.535,76.667,3.159
750.1,359.182,86.823,77.59,3.214
750.225,351.615,86.816,78.351,3.272
750.35,344.832,86.527,78.893,3.329
750.475,338.031,86.055,79.064,3.394
750.6,330.364,85.479,78.773,3.506
750.725,323.286,84.939,78.156,3.628
750.85,319.598,84.657,77.517,3.781
750.975,320.893,84.688,77.035,3.963
751.1,325.519,84.991,76.302,4.156
751.225,331.459,85.472,74.827,4.333
751.35,336.588,86.032,72.614,4.447
751.475,338.704,86.59,70.529,4.482
751.6,336.771,87.118,69.36,4.438
751.725,332.295,87.58,69.453,4.328
751.85,330.472,87.911,70.554,4.163
751.975,336.522,88.162,72.049,3.967
752.1,350.921,88.447,74.014,3.748
752.225,369.521,88.865,76.886,3.484
752.35,385.348,89.472,81.076,3.247
752.475,394.173,90.188,85.75,3.033
752.6,396.206,90.928,89.808,2.856
752.725,393.346,91.602,92.279,2.727
752.85,387.01,92.087,92.895,2.666
752.975,378.631,92.319,92.814,2.668
753.1,369.701,92.234,92.705,2.735
753.225,361.714,91.81,92.552,2.87
753.35,356.132,91.028,91.689,3.088
753.475,353.002,90.008,89.562,3.398
753.6,351.722,88.834,85.98,3.77
753.725,351.04,87.597,81.41,4.182
753.85,348.244,86.397,76.821,4.646
753.975,341.096,85.31,73.141,5.111
754.1,329.462,84.387,70.902,5.518
754.225,316.629,83.65,70.121,5.798
754.35,309.261,83.114,70.261,5.863
754.475,310.925,82.699,70.002,5.745
754.6,319.936,82.36,68.64,5.498
754.725,332.584,82.091,66.192,5.186
754.85,344.641,81.972,63.412,4.864
754.975,354.072,82.022,61.705,4.563
755.1,360.365,82.215,61.937,4.293
755.225,363.403,82.504,63.95,4.061
755.35,363.202,82.861,66.684,3.879
755.475,361.789,83.263,68.907,3.739
755.6,360.854,83.686,70.25,3.638
755.725,361.212,84.053,70.839,3.576
755.85,362.181,84.205,71.046,3.563
755.975,362.025,84.115,71.262,3.591
756.1,359.683,83.833,71.56,3.662
756.225,355.282,83.436,71.953,3.773
756.35,350.66,82.97,72.265,3.928
756.475,348.275,82.465,72.252,4.115
756.6,349.14,81.942,71.853,4.329
756.725,352.561,81.463,71.219,4.565
756.85,356.244,81.134,70.602,4.826
756.975,357.918,80.961,70.126,5.112
757.1,356.527,80.92,69.595,5.427
757.225,351.961,80.977,68.866,5.771
757.35,345.156,81.128,67.914,6.13
757.475,338.959,81.372,67.174,6.438
757.6,336.039,81.716,67.038,6.629
757.725,337.95,82.129,67.588,6.656
757.85,343.726,82.555,68.917,6.483
757.975,348.858,82.976,70.79,6.191
758.1,350.27,83.415,72.806,5.846
758.225,347.169,83.91,74.382,5.51
758.35,340.704,84.526,74.766,5.223
758.475,333.285,85.252,74.301,4.972
758.6,325.647,86.04,73.76,4.738
758.725,317.958,86.826,73.943,4.502
758.85,310.906,87.557,75.159,4.255
758.975,306.566,88.245,76.476,4.005
759.1,307.46,88.915,76.99,3.768
759.225,315.184,89.595,76.267,3.553
759.35,329.79,90.306,74.827,3.333
759.475,346.412,91.058,73.958,3.184
759.6,360.882,91.859,74.325,3.074
759.725,370.041,92.696,76.018,2.998
759.85,371.627,93.5,78.936,2.965
759.975,368.16,94.163,82.425,2.972
760.1,362.412,94.581,85.744,3.024
760.225,358.15,94.663,88.052,3.126
760.35,360.312,94.263,88.45,3.294
760.475,369.255,93.417,87.247,3.531
760.6,382.465,92.171,84.938,3.802
760.725,394.815,90.664,82.106,4.074
760.85,399.768,89.114,79.102,4.328
760.975,396.51,87.72,76.219,4.525
761.1,386.822,86.588,73.849,4.63
761.225,373.912,85.777,72.436,4.619
761.35,360.979,85.372,72.441,4.474
761.475,350.237,85.311,73.556,4.244
761.6,342.874,85.559,75.435,3.969
761.725,339.399,86.048,77.586,3.688
761.85,340.279,86.732,79.272,3.402
761.975,344.139,87.538,80.03,3.199
762.1,349.253,88.423,79.851,3.061
762.225,352.543,89.311,79.184,2.985
762.35,349.013,90.096,78.618,2.971
762.475,338.038,90.723,78.187,2.996
762.6,322.312,91.162,77.655,3.045
762.725,307.581,91.389,76.87,3.102
762.85,301.438,91.356,75.975,3.152
762.975,304.703,91.12,75.016,3.186
763.1,314.569,90.755,74.036,3.201
763.225,326.678,90.358,73.412,3.199
763.35,337.95,90.051,74.069,3.183
763.475,348.698,89.896,76.318,3.169
763.6,359.789,89.925,79.918,3.168
763.725,370.457,90.109,83.825,3.192
763.85,377.434,90.339,86.359,3.258
763.975,379.066,90.451,86.806,3.374
764.1,376.476,90.311,85.518,3.576
764.225,373.649,89.838,83.654,3.824
764.35,375.727,88.969,82.584,4.154
764.475,382.431,87.823,82.204,4.565
764.6,389.823,86.51,81.648,5.052
764.725,392.656,85.172,80.07,5.594
764.85,386.509,83.998,77.067,6.152
764.975,374.12,83.091,73.681,6.645
765.1,359.677,82.529,70.813,7.005
765.225,346.84,82.355,68.912,7.158
765.35,336.969,82.597,68.297,7.015
765.475,328.053,83.082,68.818,6.649
765.6,318.893,83.661,70.443,6.14
765.725,310.41,84.191,72.527,5.586
765.85,306.126,84.553,73.654,5.086
765.975,307.276,84.754,73.355,4.669
766.1,312.762,84.803,71.909,4.341
766.225,319.46,84.708,70.353,4.092
766.35,323.671,84.475,69.959,3.911
766.475,324.542,84.187,70.751,3.767
766.6,322.838,83.917,72.345,3.643
766.725,320.36,83.723,74.25,3.493
766.85,319.712,83.633,75.836,3.378
766.975,322.209,83.606,76.528,3.276
767.1,327.992,83.618,75.78,3.193
767.225,335.802,83.68,73.584,3.128
767.35,342.827,83.862,70.92,3.083
767.475,346.998,84.204,69.455,3.056
767.6,348.101,84.716,70.103,3.042
767.725,347.376,85.36,72.617,3.04
767.85,346.007,86.062,75.655,3.049
767.975,344.097,86.737,77.864,3.062
768.1,341.329,87.331,79.173,3.078
768.225,337.939,87.813,80.505,3.092
768.35,335.684,88.154,82.967,3.101
768.475,336.397,88.392,86.04,3.106
768.6,340.809,88.579,88.728,3.106
768.725,348.369,88.791,90.42,3.105
768.85,357.428,89.106,91.258,3.105
768.975,365.691,89.507,91.883,3.11
769.1,371.46,89.965,92.331,3.12
769.225,373.114,90.429,92.119,3.133
769.35,368.072,90.808,90.542,3.142
769.475,356.917,91.03,87.987,3.143
769.6,341.571,91.029,85.353,3.133
769.725,326.274,90.771,83.538,3.115
769.85,318.225,90.272,82.948,3.094
769.975,320.197,89.709,83.278,3.073
770.1,331.154,89.221,84.367,3.055
770.225,346.411,88.899,85.952,3.038
770.35,358.308,88.807,87.629,3.02
770.475,362.432,88.9,88.907,2.998
770.6,358.881,89.174,89.605,2.975
770.725,351.676,89.644,89.667,2.959
770.85,347.475,90.28,89.13,2.967
770.975,349.618,90.899,88.281,3.013
771.1,357.824,91.348,87.082,3.112
771.225,369.501,91.53,85.898,3.279
771.35,381.749,91.387,85.368,3.553
771.475,393.082,91.01,85.155,3.935
771.6,402.969,90.443,84.478,4.413
771.725,410.555,89.703,82.691,5.041
771.85,414.415,88.805,79.773,5.872
771.975,415.281,87.868,76.738,6.846
772.1,414.167,86.988,74.361,7.867
772.225,411.869,86.241,72.877,8.763
772.35,408.163,85.693,71.935,9.193
772.475,402.89,85.317,71.161,9.082
772.6,396.041,85.087,70.475,8.542
772.725,387.707,84.989,69.753,7.803
772.85,377.265,85.047,69.157,7.082
772.975,364.632,85.205,69.39,6.471
773.1,350.055,85.409,70.948,5.961
773.225,334.641,85.614,73.489,5.547
773.35,320.788,85.799,76.045,5.239
773.475,310.608,85.973,77.747,5.01
773.6,305.637,86.123,78.257,4.86
773.725,306.393,86.185,77.71,4.783
773.85,312.607,86.039,76.487,4.785
773.975,321.138,85.694,75.304,4.844
774.1,329.478,85.198,74.646,4.942
774.225,335.898,84.619,74.883,5.057
774.35,339.896,84.013,75.896,5.17
774.475,343.126,83.41,76.67,5.279
774.6,346.855,82.829,76.728,5.394
774.725,351.179,82.304,76.101,5.534
774.85,354.285,81.891,75.105,5.737
774.975,354.192,81.586,74.054,6.023
775.1,350.451,81.363,73.044,6.405
775.225,344.948,81.179,72.021,6.887
775.35,341.73,80.965,70.725,7.488
775.475,342.783,80.681,69.215,8.162
775.6,347.259,80.306,67.895,8.858
775.725,352.627,79.849,67.422,9.493
775.85,356.566,79.359,68.466,9.915
775.975,359.273,78.916,70.515,10.063
776.1,361.683,78.575,72.914,9.924
776.225,364.094,78.368,74.888,9.537
776.35,365.195,78.334,75.808,8.969
776.475,363.487,78.449,75.742,8.331
776.6,358.469,78.71,74.759,7.678
776.725,351.222,79.103,72.925,7.045
776.85,344.013,79.606,70.533,6.464
776.975,338.47,80.15,68.697,5.931
777.1,334.566,80.693,68.101,5.456
777.225,331.304,81.21,68.809,5.052
777.35,327.766,81.676,70.775,4.723
777.475,324.53,82.09,73.351,4.452
777.6,323.058,82.454,76.118,4.232
777.725,324.264,82.781,78.623,4.058
777.85,327.401,83.08,80.147,3.932
777.975,330.075,83.356,80.463,3.838
778.1,331.076,83.589,79.662,3.77
778.225,330.403,83.747,78.29,3.721
778.35,328.817,83.822,76.873,3.685
778.475,327.041,83.865,75.519,3.653
778.6,324.857,83.928,74.209,3.621
778.725,321.8,84.054,72.974,3.584
778.85,317.838,84.291,72.186,3.528
778.975,314.378,84.647,72.384,3.442
779.1,313.219,85.142,74.178,3.37
779.225,315.759,85.79,78.046,3.285
779.35,322.579,86.599,84.047,3.191
779.475,331.085,87.492,91.067,3.094
779.6,338.786,88.393,98.043,2.998
779.725,343.895,89.226,103.649,2.909
779.85,345.5,89.901,106.15,2.833
779.975,344.681,90.413,105.623,2.771
780.1,342.235,90.772,103.073,2.723
780.225,338.894,91.006,100.441,2.687
780.35,335.47,91.133,99.912,2.666
780.475,332.831,91.203,100.999,2.655
780.6,331.414,91.249,101.68,2.655
780.725,331.4,91.301,100.223,2.668
780.85,333.028,91.393,96.5,2.696
780.975,335.528,91.529,92.514,2.739
781.1,337.398,91.703,89.543,2.798
781.225,335.954,91.906,87.868,2.871
781.35,327.171,92.13,86.873,2.954
781.475,312.022,92.366,85.785,3.04
781.6,294.473,92.606,84.891,3.127
781.725,280.805,92.835,85.13,3.213
781.85,278.03,93.024,88.642,3.297
781.975,284.521,93.172,95.854,3.381
782.1,295.694,93.285,105.124,3.461
782.225,306.089,93.369,112.938,3.564
782.35,311.357,93.423,114.477,3.609
782.475,312.357,93.439,109.71,3.625
782.6,311.047,93.41,101.025,3.608
782.725,309.406,93.333,91.943,3.564
782.85,310.109,93.202,85.725,3.471
782.975,315.258,93.02,82.478,3.417
783.1,325.439,92.782,81.446,3.383
783.225,337.893,92.488,81.912,3.374
783.35,345.206,92.128,83.408,3.389
783.475,342.514,91.719,85.167,3.413
783.6,329.868,91.266,86.692,3.431
783.725,312.202,90.77,87.479,3.432
783.85,298.228,90.239,86.573,3.409
783.975,293.46,89.707,83.862,3.368
784.1,299.079,89.209,79.802,3.317
784.225,312.863,88.773,75.595,3.262
784.35,330.18,88.402,73.101,3.207
784.475,344.969,88.06,73.151,3.154
784.6,353.915,87.758,75.779,3.099
784.725,355.909,87.536,79.889,3.039
784.85,351.634,87.434,83.431,2.978
784.975,345.51,87.386,85.155,2.922
785.1,341.274,87.323,84.967,2.877
785.225,342.182,87.198,83.639,2.853
785.35,350.337,87.001,82.798,2.859
785.475,361.323,86.764,83.705,2.897
785.6,369.29,86.481,86.723,2.971
785.725,369.063,86.121,92.015,3.085
785.85,358.019,85.665,100.41,3.246
785.975,341.341,85.172,111.292,3.464
786.1,323.193,84.668,123.689,3.711
786.225,307.088,84.142,136.731,3.971
786.35,297.419,83.553,151.434,4.266
786.475,296.739,82.892,169.172,4.603
786.6,306.646,82.181,188.441,4.996
786.725,325.31,81.48,203.305,5.462
786.85,346.904,80.856,203.14,6.028
786.975,364.085,80.29,186.585,6.665
787.1,373.945,79.761,158.217,7.345
787.225,377.595,79.265,126.96,8.016
787.35,377.771,78.834,102.238,8.564
787.475,376.934,78.49,85.67,8.926
787.6,374.277,78.224,75.431,9.077
787.725,367.917,77.978,69.24,9.047
787.85,356.625,77.685,65.941,8.886
787.975,343.765,77.355,64.089,8.679
788.1,333.764,77.023,63.129,8.469
788.225,330.271,76.715,63.026,8.284
788.35,335.297,76.425,64.261,8.156
788.475,345.343,76.113,66.889,8.093
788.6,357.276,75.765,70.69,8.118
788.725,368.41,75.403,74.71,8.255
788.85,376.434,75.058,77.279,8.555
788.975,381.176,74.744,77.288,9.022
789.1,383.393,74.461,74.387,9.681
789.225,384.658,74.205,69.675,10.51
789.35,386.766,73.987,65.565,11.439
789.475,389.76,73.818,63.77,12.25
789.6,392.378,73.699,64.53,12.645
789.725,393.305,73.611,66.883,12.344
789.85,391.788,73.532,69.017,11.231
789.975,388.603,73.462,69.684,9.756
790.1,384.121,73.427,69.065,8.259
790.225,378.421,73.481,68.273,6.983
790.35,371.456,73.694,68.512,6.013
790.475,364.311,74.064,69.611,5.257
790.6,358.399,74.588,70.914,4.699
790.725,355.069,75.254,71.757,4.295
790.85,355.081,76.026,72.079,4.025
790.975,356.522,76.816,72.896,3.841
791.1,357.327,77.554,74.636,3.726
791.225,355.704,78.178,76.779,3.665
791.35,350.633,78.609,78.463,3.65
791.475,344.349,78.854,79.547,3.666
791.6,339.95,78.924,79.981,3.714
791.725,340.361,78.872,79.529,3.794
791.85,346.913,78.811,77.912,3.912
791.975,355.441,78.863,75.606,4.06
792.1,361.191,79.075,73.301,4.226
792.225,360.146,79.435,71.945,4.39
792.35,349.731,79.918,72.26,4.515
792.475,334.156,80.494,73.313,4.579
792.6,318.522,81.175,74.26,4.572
792.725,308.088,81.958,74.842,4.501
792.85,307.773,82.796,75.259,4.382
792.975,315.881,83.599,75.855,4.248
793.1,329.319,84.316,76.733,4.111
793.225,343.666,84.944,77.702,3.975
793.35,353.87,85.499,78.427,3.843
793.475,358.411,85.998,78.602,3.717
793.6,357.699,86.4,78.21,3.599
793.725,353.391,86.642,77.473,3.463
793.85,347.368,86.644,76.798,3.395
793.975,341.557,86.45,76.608,3.364
794.1,336.609,86.119,76.931,3.37
794.225,332.47,85.726,77.486,3.41
794.35,329.047,85.329,77.862,3.489
794.475,325.687,84.943,78.074,3.591
794.6,321.629,84.596,78.779,3.655
794.725,316.541,84.344,80.412,3.693
794.85,311.708,84.243,82.337,3.682
794.975,309.982,84.259,83,3.631
795.1,313.47,84.372,81.679,3.549
795.225,322.461,84.565,78.88,3.408
795.35,335.324,84.857,76.2,3.298
795.475,347.814,85.24,75.174,3.197
795.6,356.995,85.674,76.055,3.108
795.725,361.033,86.074,78.101,3.031
795.85,358.987,86.34,80.343,2.971
795.975,353.906,86.46,82.312,2.927
796.1,348.825,86.419,83.939,2.906
796.225,346.017,86.192,84.901,2.912
796.35,345.446,85.699,84.9,2.959
796.475,343.849,84.967,84.037,3.048
796.6,338.799,84.041,82.431,3.182
796.725,330.051,83,80.588,3.366
796.85,319.539,81.914,79.219,3.636
796.975,310.127,80.847,78.643,3.906
797.1,303.189,79.853,78.745,4.21
797.225,299.716,78.987,78.951,4.526
797.35,301.887,78.336,78.311,4.814
797.475,309.447,77.906,76.66,5.034
797.6,320.926,77.696,74.512,5.154
797.725,333.141,77.689,72.466,5.162
797.85,341.55,77.915,71.132,5.054
797.975,344.435,78.333,70.576,4.886
798.1,341.864,78.89,70.731,4.7
798.225,335.696,79.495,71.267,4.532
798.35,329.089,80.042,71.82,4.411
798.475,325.332,80.489,72.327,4.341
798.6,326.329,80.833,72.642,4.322
798.725,332.208,81.09,72.76,4.348
798.85,341.008,81.223,72.946,4.414
798.975,348.808,81.214,73.327,4.504
799.1,353.174,81.069,73.848,4.611
799.225,353.156,80.837,74.37,4.724
799.35,348.502,80.594,74.843,4.82
799.475,341.054,80.379,75.128,4.881
799.6,332.329,80.169,75.213,4.895
799.725,324.622,79.91,75.31,4.859
799.85,321.81,79.562,75.235,4.777
799.975,325.251,79.151,74.326,4.675
800.1,334.093,78.69,72.145,4.571
800.225,345.188,78.166,69.071,4.483
800.35,354.043,77.539,66.684,4.43
800.475,358.745,76.827,66.204,4.415
800.6,359.764,76.091,67.726,4.433
800.725,358.326,75.423,70.323,4.475
800.85,354.175,74.904,72.501,4.521
800.975,346.614,74.537,73.637,4.55
801.1,335.699,74.347,73.95,4.554
801.225,323.967,74.38,73.913,4.534
801.35,316.683,74.721,73.596,4.493
801.475,315.909,75.301,72.749,4.442
801.6,320.108,76.025,71.286,4.389
801.725,325.315,76.77,69.682,4.346
801.85,327.276,77.427,69.048,4.328
801.975,325.703,77.956,70.016,4.338
802.1,321.803,78.307,72.259,4.383
802.225,316.739,78.419,74.621,4.464
802.35,311.464,78.183,75.58,4.594
802.475,307.754,77.656,74.743,4.777
802.6,308.036,76.933,72.442,5.019
802.725,314.135,76.149,69.621,5.326
802.85,325.593,75.407,67.219,5.715
802.975,337.132,74.744,65.705,6.167
803.1,344.251,74.192,65.103,6.646
803.225,344.466,73.775,65.07,7.124
803.35,338.291,73.557,64.933,7.569
803.475,331.181,73.51,64.529,7.959
803.6,327.118,73.572,64.328,8.284
803.725,327.897,73.65,64.682,8.55
803.85,333.222,73.691,65.295,8.749
803.975,340.372,73.698,65.571,8.867
804.1,347.902,73.663,65.23,8.854
804.225,354.653,73.58,64.402,8.646
804.35,358.733,73.442,63.732,8.156
804.475,359.529,73.299,63.599,7.467
804.6,358.089,73.264,63.909,6.682
804.725,357.406,73.477,64.497,5.889
804.85,361.523,74.052,65.62,5.182
804.975,369.996,74.905,67.533,4.596
805.1,379.718,75.999,70.227,4.124
805.225,386.356,77.288,73.447,3.743
805.35,385.655,78.714,76.836,3.4
805.475,378.637,80.144,79.99,3.135
805.6,367.805,81.436,82.622,2.92
805.725,357.301,82.445,84.471,2.754
805.85,353.065,83.057,85.409,2.652
805.975,356.876,83.365,85.623,2.609
806.1,366.8,83.409,85.237,2.628
806.225,377.402,83.233,84.249,2.707
806.35,381.644,82.885,82.631,2.844
806.475,379.043,82.461,81.098,3.008
806.6,373.226,82.016,80.307,3.171
806.725,369.378,81.597,80.497,3.305
806.85,371.889,81.284,81.123,3.388
806.975,379.184,81.129,81.168,3.433
807.1,388.053,81.18,80.468,3.463
807.225,394.694,81.446,79.66,3.537
807.35,394.749,81.902,80.203,3.598
807.475,388.084,82.429,82.072,3.681
807.6,376.954,82.935,84.148,3.78
807.725,366.112,83.33,85.426,3.889
807.85,361.707,83.478,85.446,4.014
807.975,364.423,83.336,84.661,4.174
808.1,371.746,82.883,83.557,4.396
808.225,379.521,82.153,82.435,4.713
808.35,383.847,81.201,81.153,5.177
808.475,384.731,80.164,79.427,5.791
808.6,383.633,79.13,77.236,6.531
808.725,382.342,78.172,74.682,7.343
808.85,382.535,77.381,72.143,8.154
808.975,384.456,76.757,70.349,8.865
809.1,387.486,76.278,69.986,9.436
809.225,390.47,75.897,71.336,9.899
809.35,391.997,75.596,74.022,10.336
809.475,391.625,75.371,76.624,10.875
809.6,389.313,75.249,78.36,11.607
809.725,385.51,75.248,78.935,12.582
809.85,381.072,75.393,78.226,13.801
809.975,377.044,75.663,76.541,14.992
810.1,374.094,76.06,74.064,15.715
810.225,372.641,76.592,71.104,15.477
810.35,373.225,77.269,68.32,14.031
810.475,375.493,78.041,66.652,12.086
810.6,378.782,78.877,66.647,10.165
810.725,381.418,79.759,68.103,8.508
810.85,379.348,80.688,70.531,7.282
810.975,370.052,81.644,73.067,6.352
811.1,353.102,82.593,75.264,5.625
811.225,331.134,83.503,77.048,5.051
811.35,309.959,84.347,78.362,4.602
811.475,294.99,85.129,78.902,4.227
811.6,288.777,85.83,78.194,3.912
811.725,291.344,86.421,76.066,3.65
811.85,301.701,86.843,72.937,3.401
811.975,315.936,87.099,70.182,3.224
812.1,331.556,87.182,68.799,3.085
812.225,346.277,87.088,68.95,2.976
812.35,357.792,86.777,69.943,2.895
812.475,365.54,86.291,70.981,2.837
812.6,368.919,85.679,72,2.802
812.725,367.439,85.027,73.003,2.794
812.85,360.768,84.427,73.979,2.817
812.975,351.917,83.889,74.796,2.871
813.1,344.2,83.408,75.287,2.961
813.225,340.262,83.004,75.62,3.096
813.35,340.928,82.743,76.306,3.297
813.475,343.13,82.615,77.168,3.581
813.6,344.715,82.566,77.702,3.934
813.725,345.336,82.482,77.634,4.355
813.85,346.779,82.212,77.205,4.886
813.975,350.725,81.749,76.821,5.511
814.1,357.328,81.14,76.533,6.215
814.225,365.348,80.443,75.899,6.943
814.35,372.962,79.688,74.024,7.646
814.475,379.033,78.923,71.303,8.228
814.6,383.058,78.217,68.765,8.586
814.725,384.555,77.664,67.23,8.636
814.85,381.952,77.398,66.674,8.299
814.975,375.267,77.421,66.284,7.698
815.1,365.272,77.704,65.843,6.96
815.225,354.539,78.161,65.628,6.216
815.35,347.651,78.689,66.441,5.55
815.475,346.522,79.178,68.411,5.016
815.6,350.442,79.558,70.93,4.607
815.725,356.676,79.772,73.133,4.308
815.85,362.139,79.76,74.551,4.117
815.975,366.006,79.553,75.583,4.001
816.1,368.737,79.176,76.263,3.946
816.225,370.775,78.681,76.472,3.942
816.35,371.718,78.134,76.09,3.985
816.475,371.542,77.582,75.177,4.058
816.6,370.61,77.03,73.784,4.152
816.725,369.46,76.471,72.13,4.259
816.85,368.3,75.914,70.68,4.375
816.975,366.866,75.373,69.717,4.492
817.1,365.158,74.848,69.374,4.604
817.225,363.658,74.332,69.473,4.703
817.35,363.317,73.837,69.606,4.791
817.475,363.794,73.406,69.648,4.879
817.6,363.483,73.097,69.409,4.961
817.725,360.571,72.967,68.625,5.019
817.85,354.198,73.102,67.46,5.016
817.975,347.14,73.481,66.427,4.941
818.1,342.894,74.095,65.999,4.783
818.225,344.266,74.924,66.663,4.547
818.35,352.646,75.967,68.6,4.261
818.475,364.113,77.158,70.603,3.976
818.6,374.045,78.463,71.949,3.721
818.725,377.627,79.838,73.092,3.473
818.85,370.265,81.204,75.028,3.31
818.975,355.842,82.485,77.669,3.208
819.1,340.785,83.63,80.513,3.17
819.225,331.723,84.599,82.709,3.2
819.35,332.679,85.318,83.298,3.315
819.475,338.856,85.787,82.893,3.53
819.6,345.741,85.981,82.49,3.831
819.725,351.191,85.88,82.348,4.217
819.85,355.876,85.448,81.527,4.755
819.975,360.643,84.789,79.21,5.453
820.1,364.324,83.981,75.318,6.339
820.225,365.707,83.095,70.516,7.432
820.35,366.051,82.189,66.451,8.852
820.475,369.012,81.316,64.467,10.568
820.6,376.322,80.515,64.786,12.517
820.725,386.373,79.818,66.712,14.557
820.85,393.748,79.289,69.192,16.058
820.975,393.724,78.941,71.074,16.402
821.1,384.515,78.798,71.845,15.456
821.225,367.808,78.885,71.349,13.627
821.35,348.904,79.26,69.686,11.528
821.475,335.012,79.876,67.768,9.615
821.6,329.894,80.695,66.39,8.02
821.725,332.489,81.659,66.42,6.787
821.85,336.226,82.682,68.791,5.868
821.975,333.771,83.656,72.963,5.148
822.1,323.705,84.509,78.115,4.604
822.225,310.05,85.202,82.87,4.194
822.35,300.218,85.698,85.298,3.904
822.475,297.01,86.046,85.049,3.693
822.6,298.51,86.277,82.582,3.519
822.725,301.049,86.429,79.172,3.413
822.85,302.633,86.546,76.444,3.368
822.975,305.188,86.669,74.864,3.361
823.1,311.132,86.805,74.134,3.386
823.225,320.676,86.934,73.804,3.436
823.35,329.933,86.995,73.834,3.514
823.475,333.258,86.94,74.294,3.613
823.6,328.226,86.734,75.137,3.687
823.725,317.172,86.38,76.228,3.756
823.85,306.624,85.905,77.333,3.813
823.975,301.241,85.401,77.941,3.852
824.1,300.815,84.944,77.788,3.869
824.225,303.101,84.588,76.998,3.863
824.35,307.761,84.383,75.873,3.835
824.475,316.549,84.314,74.807,3.797
824.6,330.534,84.366,74.158,3.75
824.725,346.879,84.503,74.155,3.699
824.85,358.197,84.651,74.944,3.648
824.975,360.926,84.703,76.367,3.601
825.1,356.298,84.567,78.248,3.566
825.225,348.053,84.2,79.9,3.544
825.35,339.762,83.601,80.228,3.539
825.475,333.497,82.896,79.224,3.552
825.6,330.942,82.182,77.357,3.584
825.725,333.299,81.549,75.306,3.633
825.85,339.149,81.108,74.042,3.69
825.975,343.092,80.872,73.974,3.739
826.1,341.519,80.823,75.013,3.767
826.225,334.457,80.905,76.749,3.763
826.35,326.342,81.057,78.492,3.731
826.475,322.508,81.215,79.533,3.695
826.6,324.329,81.331,79.508,3.677
826.725,329.228,81.354,78.333,3.694
826.85,332.171,81.208,76.323,3.765
826.975,331.509,80.901,74.58,3.878
827.1,329.662,80.466,73.925,4.019
827.225,331.272,79.95,74.664,4.164
827.35,340.476,79.391,76.297,4.285
827.475,353.196,78.83,77.444,4.375
827.6,363.003,78.302,77.457,4.44
827.725,364.484,77.845,76.66,4.489
827.85,356.645,77.511,75.999,4.528
827.975,347.348,77.284,75.861,4.552
828.1,342.736,77.133,76.001,4.555
828.225,344.666,77.024,76.007,4.533
828.35,350.372,76.912,75.35,4.482
828.475,354.861,76.754,74.007,4.416
828.6,356.692,76.52,72.232,4.355
828.725,356.957,76.199,70.536,4.32
828.85,358.007,75.794,69.704,4.33
828.975,360.373,75.354,70.04,4.372
829.1,362.781,74.916,71.512,4.433
829.225,363.981,74.509,73.612,4.488
829.35,364.021,74.157,75.315,4.504
829.475,363.963,73.857,76.087,4.476
829.6,364.205,73.612,75.904,4.411
829.725,364.439,73.423,75.197,4.323
829.85,363.961,73.298,74.57,4.226
829.975,362.717,73.235,74.375,4.141
830.1,360.856,73.252,74.618,4.081
830.225,358.679,73.361,75.006,4.049
830.35,356.286,73.561,75.284,4.046
830.475,353.619,73.791,75.63,4.069
830.6,350.329,73.991,76.117,4.113
830.725,345.741,74.094,76.692,4.177
830.85,339.665,74.018,76.99,4.266
830.975,334.227,73.781,76.657,4.377
831.1,332.448,73.406,75.682,4.51
831.225,336.481,72.939,74.442,4.663
831.35,345.422,72.43,73.468,4.837
831.475,353.447,71.937,72.711,5.015
831.6,356.405,71.501,72.003,5.181
831.725,353.876,71.165,71.4,5.319
831.85,349.965,70.989,71.238,5.4
831.975,349.182,70.96,71.789,5.411
832.1,351.831,71.062,72.727,5.356
832.225,355.498,71.277,73.335,5.258
832.35,356.982,71.606,72.846,5.148
832.475,355.547,72.034,71.418,5.049
832.6,351.502,72.558,69.706,4.968
832.725,345.799,73.159,68.355,4.904
832.85,340.041,73.788,67.904,4.837
832.975,335.567,74.368,68.297,4.743
833.1,332.889,74.842,68.839,4.614
833.225,331.935,75.188,68.742,4.461
833.35,332.398,75.403,67.52,4.305
833.475,333.848,75.524,66.011,4.174
833.6,336.315,75.561,64.945,4.085
