DEPTH,AC,SP,GR,RT
658.975,401.647,95.987,76.223,3.043
659.1,402.199,96.245,76.491,3.076
659.225,404.347,96.4,77.458,3.111
659.35,406.692,96.466,78.474,3.133
659.475,406.206,96.488,78.278,3.137
659.6,400.979,96.484,76.304,3.126
659.725,391.225,96.475,73.383,3.108
659.85,379.368,96.494,71.437,3.085
659.975,369.203,96.564,71.286,3.054
660.1,364.722,96.682,72.657,3.014
660.225,369.423,96.81,74.798,2.964
660.35,373.978,96.87,76.856,2.907
660.475,378.014,96.817,78.163,2.851
660.6,382.025,96.616,78.519,2.805
660.725,386.639,96.237,78.096,2.777
660.85,391.495,95.623,77.128,2.777
660.975,395.759,94.827,75.994,2.801
661.1,398.559,93.929,74.745,2.841
661.225,399.361,93.043,73.512,2.889
661.35,399.079,92.284,72.721,2.935
661.475,398.457,91.631,72.588,2.973
661.6,397.627,91.049,73.054,2.996
661.725,396.12,90.537,73.541,3
661.85,393.949,90.164,73.208,2.989
661.975,391.296,89.963,72.147,2.981
662.1,387.892,89.938,70.821,2.988
662.225,382.398,90.05,69.78,3.022
662.35,374.512,90.296,69.501,3.102
662.475,365.924,90.698,69.866,3.226
662.6,360.102,91.263,70.612,3.398
662.725,360.905,91.927,71.458,3.647
662.85,366.843,92.571,72.329,3.909
662.975,373.602,93.095,73.233,4.222
663.1,377.301,93.45,74.125,4.595
663.225,377.286,93.638,74.817,5.042
663.35,377.423,93.634,75.11,5.566
663.475,381.433,93.456,75.318,6.103
663.6,390.025,93.124,76.029,6.528
663.725,400.043,92.695,77.674,6.691
663.85,406.638,92.244,79.723,6.422
663.975,406.988,91.843,80.821,5.837
664.1,401.478,91.509,80.231,5.115
664.225,392.794,91.228,78.066,4.424
664.35,383.758,91.012,75.502,3.866
664.475,375.111,90.894,73.658,3.404
664.6,366.224,90.916,72.899,3.038
664.725,357.056,91.093,73.113,2.778
664.85,349.287,91.43,74.108,2.591
664.975,345.381,91.846,75.413,2.449
665.1,346.852,92.284,76.477,2.342
665.225,353.126,92.73,76.741,2.269
665.35,361.042,93.233,75.773,2.231
665.475,367.444,93.818,73.925,2.22
665.6,371.076,94.482,71.872,2.235
665.725,372.061,95.22,70.403,2.273
665.85,371.261,96.008,70.45,2.331
665.975,369.109,96.806,72.265,2.397
666.1,365.39,97.584,75.795,2.466
666.225,360.31,98.273,80.189,2.534
666.35,355.32,98.683,83.419,2.596
666.475,352.425,98.745,84.042,2.654
666.6,352.661,98.446,81.627,2.71
666.725,355.482,97.834,77.028,2.765
666.85,358.944,96.951,72.532,2.819
666.975,361.288,95.911,70.366,2.873
667.1,362.303,94.787,71.147,2.926
667.225,362.859,93.705,74.196,2.98
667.35,363.831,92.884,78.023,3.04
667.475,365.014,92.363,81.087,3.11
667.6,365.093,92.079,82.942,3.189
667.725,362.315,91.902,84.017,3.274
667.85,356.298,91.721,84.9,3.361
667.975,349.336,91.521,85.372,3.441
668.1,344.524,91.311,84.925,3.531
668.225,344.835,91.031,83.247,3.583
668.35,351.279,90.578,80.374,3.608
668.475,361.362,90.036,77.31,3.625
668.6,372.031,89.563,74.664,3.642
668.725,380.205,89.281,72.723,3.667
668.85,384.117,89.281,71.726,3.703
668.975,384.833,89.492,71.62,3.748
669.1,384.167,89.857,72.483,3.809
669.225,384.172,90.344,73.805,3.898
669.35,386.27,90.915,74.629,4.046
669.475,390.125,91.448,74.457,4.275
669.6,394.674,91.852,73.276,4.615
669.725,398.603,92.11,71.645,5.094
669.85,400.916,92.245,70.293,5.766
669.975,401.768,92.31,69.352,6.596
670.1,401.591,92.339,68.818,7.543
670.225,400.837,92.375,68.734,8.546
670.35,399.598,92.467,69.341,9.443
670.475,397.651,92.616,70.322,10.088
670.6,394.664,92.79,71.258,10.402
670.725,390.466,92.941,71.784,10.385
670.85,385.11,92.997,71.645,9.987
670.975,379.213,92.941,71.294,9.279
671.1,373.167,92.8,71.509,8.369
671.225,367.003,92.645,72.776,7.409
671.35,360.317,92.58,75.015,6.536
671.475,353.046,92.618,77.152,5.789
671.6,345.841,92.754,78.282,5.198
671.725,340.106,92.995,78.008,4.777
671.85,338.099,93.388,76.677,4.534
671.975,340.046,93.932,75.579,4.42
672.1,345.392,94.577,75.516,4.418
672.225,352.442,95.198,76.6,4.513
672.35,359.513,95.616,78.199,4.699
672.475,365.714,95.801,79.339,4.943
672.6,370.414,95.76,79.597,5.229
672.725,372.541,95.516,78.723,5.539
672.85,369.453,95.064,76.727,5.854
672.975,360.32,94.461,74.589,6.153
673.1,345.524,93.746,72.967,6.395
673.225,327.723,92.988,72.074,6.555
673.35,311.998,92.271,72.013,6.595
673.475,302.234,91.643,72.301,6.533
673.6,300.175,91.129,72.267,6.394
673.725,305.628,90.736,71.429,6.214
673.85,317.099,90.464,69.994,6.042
673.975,330.081,90.277,68.826,5.922
674.1,341.074,90.161,68.28,5.866
674.225,347.339,90.091,68.354,5.864
674.35,347.224,90.039,68.563,5.888
674.475,343.464,89.98,68.32,5.887
674.6,338.604,89.914,67.934,5.811
674.725,334.494,89.87,68.298,5.63
674.85,332.113,89.917,70.188,5.333
674.975,331.506,90.095,72.828,4.975
675.1,333.384,90.453,74.907,4.596
675.225,338.469,91.053,75.666,4.235
675.35,346.692,91.999,75.342,3.928
675.475,354.992,93.21,75.23,3.676
675.6,360.214,94.579,76.013,3.448
675.725,360.265,95.974,77.515,3.286
675.85,355.191,97.225,78.791,3.191
675.975,349.334,98.219,79.001,3.144
676.1,346.181,98.864,77.895,3.143
676.225,347.346,99.093,75.826,3.189
676.35,352.305,98.804,73.309,3.293
676.475,358.165,98.125,71.162,3.47
676.6,363.709,97.144,70.11,3.702
676.725,369.078,95.961,70.569,3.985
676.85,375.364,94.686,72.38,4.368
676.975,382.646,93.446,74.184,4.859
677.1,389.718,92.307,75.04,5.494
677.225,394.661,91.297,74.792,6.317
677.35,395.707,90.44,74.58,7.394
677.475,394.249,89.729,76,8.803
677.6,392.06,89.185,79.652,10.574
677.725,390.346,88.811,85.042,12.635
677.85,389.076,88.622,90.977,14.65
677.975,387.195,88.599,96.11,15.914
678.1,384.005,88.762,99.653,15.829
678.225,379.396,89.113,101.218,14.385
678.35,373.29,89.685,100.397,12.198
678.475,365.89,90.444,97.845,10.073
678.6,357.449,91.388,94.635,8.26
678.725,348.956,92.501,92.216,6.834
678.85,342.241,93.742,91.795,5.778
678.975,337.761,94.999,92.685,4.971
679.1,335.368,96.2,93.544,4.379
679.225,334.787,97.301,92.886,3.951
679.35,335.44,98.212,89.961,3.671
679.475,335.427,98.897,86.556,3.47
679.6,333.094,99.327,84.423,3.349
679.725,328.328,99.496,84.31,3.315
679.85,323.683,99.366,85.349,3.339
679.975,322.244,98.995,85.772,3.394
680.1,324.446,98.411,85.034,3.467
680.225,327.702,97.664,83.468,3.583
680.35,327.37,96.806,81.83,3.672
680.475,322.591,95.915,80.642,3.768
680.6,315.878,94.995,79.992,3.87
680.725,311.49,94.023,79.581,3.976
680.85,313.816,92.981,78.918,4.073
680.975,321.53,91.911,78.017,4.148
681.1,331.175,90.848,76.861,4.19
681.225,338.366,89.845,75.631,4.196
681.35,339.12,89,75.114,4.165
681.475,334.853,88.317,75.465,4.111
681.6,328.392,87.816,76.312,4.042
681.725,322.702,87.559,77.319,3.964
681.85,319.656,87.676,78.445,3.879
681.975,318.483,88.116,79.467,3.791
682.1,318.312,88.793,80.111,3.708
682.225,318.74,89.546,80.418,3.639
682.35,320.365,90.166,80.245,3.6
682.475,323.865,90.57,79.477,3.596
682.6,329.667,90.731,78.055,3.634
682.725,337.342,90.637,76.034,3.714
682.85,345.469,90.259,73.797,3.834
682.975,352.071,89.71,72.359,3.972
683.1,355.507,89.112,72.499,4.104
683.225,354.55,88.605,74.211,4.211
683.35,348.582,88.315,76.555,4.263
683.475,340.888,88.257,78.139,4.264
683.6,335.292,88.465,78.327,4.216
683.725,335.017,88.951,77.262,4.132
683.85,340.852,89.72,75.455,4.02
683.975,347.65,90.651,73.823,3.898
684.1,350.846,91.618,73.327,3.774
684.225,348.558,92.462,74.915,3.656
684.35,342.466,93.014,79.007,3.545
684.475,336.959,93.266,83.791,3.434
684.6,333.817,93.224,87.471,3.371
684.725,332.591,92.92,88.972,3.331
684.85,331.562,92.38,88.147,3.311
684.975,329.873,91.735,86.344,3.303
685.1,328.399,91.138,84.18,3.303
685.225,328.68,90.758,81.777,3.309
685.35,332.223,90.773,79.089,3.328
685.475,338.409,91.119,76.545,3.363
685.6,346.567,91.695,74.843,3.413
685.725,355.907,92.378,74.732,3.477
685.85,364.669,93.062,76.597,3.579
685.975,370.27,93.66,79.236,3.637
686.1,370.542,94.08,81.288,3.678
686.225,365.4,94.26,81.365,3.698
686.35,358.097,94.193,78.539,3.693
686.475,353.833,94.029,74.601,3.667
686.6,354.498,93.866,71.723,3.619
686.725,358.14,93.76,71.499,3.547
686.85,360.271,93.73,74.248,3.408
686.975,359.184,93.743,77.865,3.284
687.1,356.303,93.786,80.812,3.152
687.225,353.921,93.836,82.162,3.025
687.35,353.003,93.817,81.759,2.924
687.475,352.176,93.652,80.671,2.858
687.6,350.326,93.308,79.432,2.831
687.725,347.352,92.802,78.228,2.843
687.85,343.997,92.174,76.981,2.892
687.975,340.631,91.505,75.512,2.965
688.1,336.922,90.827,73.818,3.052
688.225,332.828,90.156,72.176,3.145
688.35,329.524,89.55,71.338,3.235
688.475,328.42,89.067,71.767,3.319
688.6,330.248,88.735,73.227,3.392
688.725,334.759,88.541,74.851,3.452
688.85,340.754,88.453,75.267,3.503
688.975,346.163,88.406,74.088,3.553
689.1,349.752,88.373,71.814,3.561
689.225,351.075,88.341,69.55,3.553
689.35,350.197,88.28,68.484,3.526
689.475,348.237,88.169,68.773,3.48
689.6,345.852,88.015,69.939,3.467
689.725,343.743,87.859,71.423,3.468
689.85,342.339,87.744,72.959,3.499
689.975,341.615,87.671,74.423,3.568
690.1,341.062,87.618,75.693,3.631
690.225,339.899,87.554,76.444,3.714
690.35,337.583,87.432,76.294,3.82
690.475,334.837,87.224,75.46,3.943
690.6,333.095,86.901,74.278,4.08
690.725,333.587,86.425,73.325,4.227
690.85,336.522,85.724,73.303,4.376
690.975,340.427,84.825,73.891,4.517
691.1,342.861,83.771,74.221,4.639
691.225,342.295,82.666,73.305,4.73
691.35,338.718,81.645,71.005,4.773
691.475,333.94,80.764,68.885,4.771
691.6,331.061,80.104,68.377,4.725
691.725,331.968,79.795,69.977,4.634
691.85,336.913,80.041,72.665,4.497
691.975,343.382,80.767,74.545,4.332
692.1,348.168,81.858,75.055,4.155
692.225,349.872,83.134,74.674,3.981
692.35,348.946,84.425,74.492,3.837
692.475,347.342,85.646,74.869,3.736
692.6,347.084,86.716,75.643,3.687
692.725,349.15,87.511,76.478,3.696
692.85,353.53,87.855,76.894,3.769
692.975,359.812,87.806,76.814,3.894
693.1,367.31,87.472,76.517,4.064
693.225,375.115,86.992,76.452,4.267
693.35,382.394,86.477,77.277,4.495
693.475,388.192,85.984,79.113,4.717
693.6,391.649,85.534,81.834,4.904
693.725,393.032,85.143,84.773,5.021
693.85,392.395,84.859,86.705,5.016
693.975,389.799,84.691,86.876,4.89
694.1,385.295,84.62,85.377,4.659
694.225,379.86,84.599,83.007,4.362
694.35,374.714,84.573,80.732,4.042
694.475,371.039,84.502,79.075,3.74
694.6,369.232,84.365,77.956,3.443
694.725,368.353,84.171,77.155,3.199
694.85,367.242,83.975,76.712,3.014
694.975,365.025,83.889,76.82,2.866
695.1,362.09,84.035,77.461,2.751
695.225,360.111,84.484,78.081,2.665
695.35,360.989,85.303,78.002,2.608
695.475,366.358,86.425,77.348,2.573
695.6,375.213,87.825,76.441,2.558
695.725,384.864,89.441,75.803,2.562
695.85,392.14,91.138,76.102,2.586
695.975,393.427,92.678,77.358,2.63
696.1,388.678,93.857,79.187,2.695
696.225,380.189,94.55,80.987,2.783
696.35,370.174,94.666,81.926,2.899
696.475,361.552,94.374,81.417,3.035
696.6,355.88,93.767,79.447,3.184
696.725,353.311,92.947,76.777,3.327
696.85,352.863,92.037,74.652,3.438
696.975,352.88,91.214,73.748,3.518
697.1,352.298,90.615,73.898,3.544
697.225,351.638,90.352,74.601,3.47
697.35,352.84,90.564,75.471,3.393
697.475,358.281,91.179,76.684,3.301
697.6,368.709,92.132,78.758,3.205
697.725,380.376,93.333,81.862,3.114
697.85,388.214,94.678,85.485,3.039
697.975,387.522,96.042,88.538,2.983
698.1,377.467,97.354,89.989,2.95
698.225,362.89,98.55,89.197,2.944
698.35,347.942,99.518,85.911,2.975
698.475,335.553,100.206,81.309,3.038
698.6,327.23,100.579,76.263,3.124
698.725,322.917,100.65,71.605,3.217
698.85,321.32,100.435,68.45,3.292
698.975,321.857,100.045,67.224,3.335
699.1,324.082,99.547,67.9,3.341
699.225,327.319,99.008,70.072,3.317
699.35,331.522,98.493,73.22,3.273
699.475,337.359,98.046,76.5,3.227
699.6,345.477,97.684,79.631,3.188
699.725,355.367,97.396,82.231,3.166
699.85,364.829,97.168,83.655,3.172
699.975,370.643,96.943,84.025,3.21
700.1,370.683,96.648,83.758,3.286
700.225,364.021,96.192,83.313,3.41
700.35,355.676,95.47,82.781,3.635
700.475,351.633,94.51,82.016,3.897
700.6,354.501,93.369,80.869,4.252
700.725,363.872,92.138,79.312,4.721
700.85,377.444,90.908,77.612,5.355
700.975,391.832,89.736,75.941,6.162
701.1,402.297,88.669,74.381,7.155
701.225,406.503,87.752,73.078,8.371
701.35,404.61,87.045,72.037,9.869
701.475,400.344,86.518,71.022,11.526
701.6,397.391,86.14,69.93,13.268
701.725,399.658,85.853,68.91,14.928
701.85,407.438,85.616,68.29,16.155
701.975,415.7,85.41,68.144,16.719
702.1,417.771,85.236,68.349,16.484
702.225,408.777,85.088,68.613,15.538
702.35,393.126,84.982,68.482,14.168
702.475,377.988,84.943,67.991,12.796
702.6,376.845,84.999,67.491,11.602
702.725,359.994,85.169,67.208,10.649
702.85,353.96,85.467,67.23,9.96
702.975,351.2,85.842,67.509,9.431
703.1,353.923,86.254,68.208,9.034
703.225,360.779,86.663,69.467,8.738
703.35,367.048,86.992,71.123,8.551
703.475,370.404,87.185,72.518,8.459
703.6,371.93,87.21,72.84,8.465
703.725,373.775,87.067,71.772,8.557
703.85,376.074,86.775,70.515,8.69
703.975,377.33,86.412,70.879,8.785
704.1,376.406,86.015,73.51,8.774
704.225,376.321,85.615,77.516,8.616
704.35,371.715,85.252,80.506,8.324
704.475,366.346,84.932,80.926,8.013
704.6,355.374,84.649,78.706,7.772
704.725,339.735,84.414,74.899,7.657
704.85,323.252,84.295,71.171,7.725
704.975,312.102,84.325,68.511,7.967
705.1,310.477,84.511,66.945,8.39
705.225,316.467,84.813,66.15,9.007
705.35,324.448,85.194,65.846,9.875
705.475,327.139,85.636,65.969,10.993
705.6,323.107,86.163,66.463,12.468
705.725,317.361,86.778,67.233,14.441
705.85,315.96,87.432,67.882,17.176
705.975,316.244,88.051,67.859,20.604
706.1,324.28,88.61,67.181,24.414
706.225,321.404,89.142,66.19,27.53
706.35,309.819,89.704,65.019,28.167
706.475,292.925,90.298,63.662,26.076
706.6,277.304,90.889,61.915,22.122
706.725,266.683,91.435,60.008,17.805
706.85,262.83,91.901,58.715,14.233
706.975,265.101,92.315,58.627,11.471
707.1,271.399,92.728,59.858,9.366
707.225,280.442,93.201,61.957,7.765
707.35,291.072,93.805,64.605,6.607
707.475,301.67,94.544,67.467,5.7
707.6,309.017,95.41,70.281,4.995
707.725,315.418,96.369,72.731,4.459
707.85,322.114,97.353,74.356,4.071
707.975,328.427,98.286,75.152,3.779
708.1,332.337,99.113,75.352,3.537
708.225,332.506,99.787,75.398,3.365
708.35,329.363,100.247,75.798,3.254
708.475,326.075,100.528,76.396,3.174
708.6,324.756,100.659,76.893,3.11
708.725,326.464,100.688,77.083,3.051
708.85,331.861,100.674,76.962,2.99
708.975,339.631,100.681,77.039,2.926
709.1,348.393,100.726,77.791,2.863
709.225,356.656,100.797,79.267,2.805
709.35,364.241,100.862,81.101,2.771
709.475,373.239,100.877,82.483,2.77
709.6,385.347,100.806,83.032,2.812
709.725,400.24,100.613,83,2.908
709.85,415.35,100.206,83.182,3.08
709.975,429.231,99.547,84.392,3.335
710.1,443.179,98.609,86.602,3.706
710.225,458.845,97.414,88.867,4.176
710.35,474.37,96.012,89.213,4.848
710.475,483.91,94.519,86.648,5.798
710.6,482.736,92.999,81.469,7.128
710.725,470.322,91.51,75.217,9.045
710.85,450.221,90.156,70.226,12.028
710.975,428.973,88.988,67.614,16.401
711.1,408.645,88.019,67.284,22.612
711.225,389.255,87.239,68.464,30.162
711.35,370.831,86.669,70.323,37.123
711.475,354.563,86.269,71.987,41.509
711.6,342.513,86.031,73.097,43.022
711.725,336.6,85.952,73.504,42.642
711.85,337.967,86.07,73.026,41.547
711.975,342.875,86.383,71.985,40.594
712.1,347.434,86.899,70.699,39.946
712.225,348.037,87.595,69.411,39.432
712.35,341.926,88.425,68.429,38.857
712.475,330.781,89.308,67.832,38.267
712.6,316.437,90.205,67.548,37.737
712.725,301.093,91.06,67.299,37.376
712.85,288.186,91.756,66.948,37.321
712.975,281.471,92.236,66.431,37.559
713.1,283.81,92.471,65.649,38.106
713.225,294.535,92.469,64.832,38.954
713.35,306.73,92.237,64.633,39.958
713.475,310.005,91.852,65.213,40.883
713.6,299.212,91.357,66.329,41.601
713.725,276.955,90.81,67.443,42.128
713.85,254.457,90.271,67.779,42.413
713.975,243.449,89.763,67.165,42.307
714.1,247.935,89.284,66.021,41.25
714.225,265.215,88.823,64.863,38.45
714.35,289.535,88.358,63.839,33.285
714.475,314.604,87.87,62.878,26.986
714.6,338.139,87.35,62.213,20.72
714.725,358.503,86.808,62.086,15.531
714.85,373.469,86.301,62.619,11.937
714.975,383.988,85.889,63.552,9.39
715.1,391.756,85.624,64.546,7.578
715.225,397.93,85.554,65.23,6.312
715.35,400.871,85.762,65.856,5.426
715.475,398.322,86.219,67.317,4.787
715.6,389.071,86.896,70.005,4.323
715.725,374.256,87.735,73.558,3.985
715.85,356.978,88.654,76.666,3.754
715.975,341.002,89.56,78.071,3.591
716.1,328.275,90.387,77.714,3.448
716.225,320.13,91.068,76.589,3.359
716.35,318.332,91.519,75.703,3.305
716.475,321.964,91.776,74.935,3.259
716.6,329.908,91.897,73.709,3.209
716.725,340.236,91.969,71.859,3.151
716.85,350.511,92.079,69.882,3.081
716.975,358.576,92.261,68.877,3.006
717.1,362.982,92.519,69.633,2.928
717.225,363.055,92.829,72.066,2.854
717.35,358.939,93.136,75.207,2.79
717.475,353.102,93.386,77.586,2.741
717.6,347.072,93.539,78.167,2.713
717.725,341.797,93.56,76.862,2.713
717.85,338.068,93.419,74.817,2.749
717.975,336.036,93.185,73.449,2.818
718.1,335.332,92.915,73.066,2.918
718.225,334.388,92.653,73.374,3.041
718.35,330.442,92.413,73.977,3.175
718.475,323.629,92.181,74.963,3.3
718.6,317.353,91.954,76.512,3.406
718.725,317.008,91.763,78.178,3.487
718.85,327.598,91.661,78.839,3.572
718.975,344.485,91.641,78.312,3.598
719.1,360.641,91.68,77.193,3.598
719.225,370.15,91.749,76.328,3.573
719.35,371.764,91.812,76.59,3.517
719.475,372.063,91.848,77.884,3.434
719.6,375.428,91.841,79.526,3.377
719.725,381.739,91.761,80.903,3.327
719.85,385.765,91.517,81.62,3.29
719.975,383.374,91.061,81.624,3.266
720.1,374.694,90.365,81,3.255
720.225,363.368,89.472,79.936,3.251
720.35,354.828,88.512,78.551,3.252
720.475,351.256,87.645,77.058,3.256
720.6,352.133,86.955,75.685,3.266
720.725,355.554,86.474,74.72,3.284
720.85,359.216,86.238,74.316,3.304
720.975,361.548,86.168,74.345,3.314
721.1,362.464,86.211,74.591,3.307
721.225,363.035,86.333,74.854,3.283
721.35,364.986,86.523,75.214,3.248
721.475,368.196,86.753,75.758,3.216
721.6,371.175,86.989,76.441,3.195
721.725,372.314,87.162,77.212,3.185
721.85,371.036,87.175,77.915,3.175
721.975,369.045,87.067,78.393,3.152
722.1,367.755,86.919,78.503,3.107
722.225,367.837,86.793,78.103,3.035
722.35,369.784,86.687,76.93,2.948
722.475,373.89,86.545,75.419,2.871
722.6,380.661,86.347,74.41,2.825
722.725,389.039,86.141,74.698,2.825
722.85,394.752,86.031,76.802,2.891
722.975,394.394,86.012,79.656,3.019
723.1,388.195,85.992,82.195,3.214
723.225,379.99,85.873,83.873,3.488
723.35,375.881,85.586,84.547,3.893
723.475,377.994,85.164,84.192,4.392
723.6,385.067,84.612,82.389,5.076
723.725,394.145,83.927,79.014,6.035
723.85,402.314,83.09,74.695,7.448
723.975,408.318,82.158,70.781,9.47
724.1,411.57,81.19,68.197,12.248
724.225,411.545,80.233,67.134,15.912
724.35,407.833,79.31,67.115,20.351
724.475,402.354,78.421,67.324,24.464
724.6,395.748,77.583,67.554,27.157
724.725,387.894,76.838,67.665,28.209
724.85,379.859,76.289,67.49,27.915
724.975,374.478,75.948,66.97,27.033
725.1,374.054,75.807,66.081,25.819
725.225,378.904,75.861,64.941,24.216
725.35,386.893,76.15,63.558,21.953
725.475,393.845,76.626,61.941,19.15
725.6,397.629,77.246,60.191,16.097
725.725,398.27,77.938,58.821,13.183
725.85,396.318,78.587,59.027,10.758
725.975,392.485,79.15,60.949,8.81
726.1,387.541,79.656,63.984,7.322
726.225,382.205,80.138,66.894,6.232
726.35,374.758,80.613,68.224,5.436
726.475,362.451,81.104,68.446,4.851
726.6,344.571,81.634,68.703,4.425
726.725,324.684,82.212,69.84,4.127
726.85,311.45,82.836,71.788,3.954
726.975,309.567,83.465,73.472,3.884
727.1,318.36,84.081,74.379,3.916
727.225,332.416,84.671,74.403,4.058
727.35,344.657,85.22,74.018,4.34
727.475,352.089,85.737,74.195,4.759
727.6,355.187,86.23,75.094,5.323
727.725,355.759,86.693,76.12,6.025
727.85,355.909,87.113,76.306,6.803
727.975,357.275,87.53,75.377,7.558
728.1,359.578,87.993,73.665,8.204
728.225,360.677,88.548,71.624,8.637
728.35,355.604,89.256,69.596,8.712
728.475,342.213,90.114,67.613,8.457
728.6,322.125,91.128,65.892,7.938
728.725,301.049,92.292,65.154,7.271
728.85,287.014,93.587,66.15,6.584
728.975,281.957,94.923,67.945,5.954
729.1,283.751,96.223,69.255,5.413
729.225,287.845,97.417,69.111,4.983
729.35,289.3,98.395,67.667,4.666
729.475,287.108,99.11,66.343,4.426
729.6,282.678,99.512,66.014,4.247
729.725,278.633,99.593,66.721,4.116
729.85,278.985,99.337,67.761,4.036
729.975,285.104,98.835,68.364,4.001
730.1,296.155,98.108,68.332,4.016
730.225,309.44,97.15,67.891,4.09
730.35,322.004,95.901,67.915,4.243
730.475,333.218,94.398,69.304,4.471
730.6,343.731,92.678,72.556,4.787
730.725,353.647,90.825,77.25,5.211
730.85,361.461,88.978,81.7,5.802
730.975,366.729,87.247,84.153,6.578
731.1,370.791,85.682,83.865,7.594
731.225,376.106,84.337,81.337,8.963
731.35,384.471,83.351,77.833,10.843
731.475,393.694,82.738,74.531,13.174
731.6,400.55,82.484,71.764,15.904
731.725,402.927,82.502,69.628,18.678
731.85,400.947,82.674,68.655,20.774
731.975,397.814,82.889,68.921,21.853
732.1,395.189,83.128,70.345,21.916
732.225,393.217,83.371,72.587,21.224
732.35,390.783,83.572,74.679,19.977
732.475,387.12,83.708,75.663,18.404
732.6,382.088,83.794,75.256,16.546
732.725,375.805,83.874,73.755,14.502
732.85,368.499,83.995,71.927,12.496
732.975,360.763,84.183,70.596,10.689
733.1,352.739,84.485,70.202,9.112
733.225,344.197,84.944,70.589,7.795
733.35,335.071,85.61,71.53,6.773
733.475,326.951,86.435,72.941,5.944
733.6,322.406,87.361,74.708,5.277
733.725,323.339,88.296,76.244,4.77
733.85,329.045,89.136,76.814,4.411
733.975,334.323,89.831,76.528,4.153
734.1,335.774,90.333,76.027,3.982
734.225,333.736,90.591,76.077,3.885
734.35,333.887,90.489,76.966,3.861
734.475,341.059,90.059,77.78,3.89
734.6,354.315,89.377,77.696,3.969
734.725,367.164,88.604,76.601,4.097
734.85,369.376,87.927,75.111,4.284
734.975,359.453,87.374,73.846,4.532
735.1,342.294,86.89,73.018,4.853
735.225,326.934,86.434,72.428,5.257
735.35,323.177,86.028,71.776,5.774
735.475,329.695,85.701,71.057,6.395
735.6,340.678,85.429,70.596,7.125
735.725,349.328,85.123,70.898,8.015
735.85,351.311,84.653,72.147,9.185
735.975,350.209,84.046,73.423,10.673
736.1,350.844,83.384,73.617,12.572
736.225,356.131,82.739,72.055,15.059
736.35,365.561,82.163,69.026,18.439
736.475,375.058,81.65,65.973,22.653
736.6,382.493,81.198,63.918,27.365
736.725,387.702,80.81,63.254,31.978
736.85,391.921,80.502,63.809,35.526
736.975,395.872,80.248,64.89,37.618
737.1,399.013,80.013,66.042,38.366
737.225,400.588,79.776,66.85,38.054
737.35,400.182,79.546,66.959,36.686
737.475,398.515,79.357,66.608,34.322
737.6,396.008,79.251,66.252,30.782
737.725,392.541,79.269,66.292,26.096
737.85,386.979,79.465,66.834,20.77
737.975,379.006,79.819,67.71,16.072
738.1,369.495,80.321,68.511,12.421
738.225,360.304,80.942,68.784,9.736
738.35,353.357,81.628,68.539,7.843
738.475,348.525,82.29,68.459,6.481
738.6,344.917,82.872,69.313,5.469
738.725,341.91,83.345,71.554,4.72
738.85,339.517,83.696,74.835,4.189
738.975,337.734,83.939,77.985,3.789
739.1,336.193,84.079,79.996,3.461
739.225,334.768,84.158,80.235,3.229
739.35,334.574,84.23,78.602,3.095
739.475,336.947,84.316,76.286,3.024
739.6,341.702,84.402,74.154,3.004
739.725,346.007,84.457,72.779,3.02
739.85,345.271,84.406,72.871,3.059
739.975,338.847,84.228,74.806,3.1
740.1,331.112,83.913,78.279,3.141
740.225,328.572,83.458,82.084,3.185
740.35,336.293,82.845,84.051,3.248
740.475,351.546,82.138,83.31,3.343
740.6,366.016,81.417,80.556,3.508
740.725,372.823,80.795,77.717,3.706
740.85,370.003,80.396,76.767,3.971
740.975,362.316,80.181,77.44,4.312
741.1,356.685,80.092,78.479,4.745
741.225,356.642,80.087,78.617,5.295
741.35,362.333,80.151,76.817,6.041
741.475,371.54,80.253,73.729,7.014
741.6,382.206,80.336,70.31,8.318
741.725,393.906,80.302,67.554,10.093
741.85,405.991,80.04,66.151,12.474
741.975,416.617,79.615,65.605,15.486
742.1,423.527,79.086,65.332,18.974
742.225,425.561,78.469,64.906,22.494
742.35,422.068,77.741,64.522,25.236
742.475,412.086,76.941,64.474,26.881
742.6,396.341,76.158,64.429,27.682
742.725,377.115,75.517,63.827,27.948
742.85,359.527,75.157,62.433,27.876
742.975,349.873,75.025,60.765,27.57
743.1,349.683,75.085,59.245,26.827
743.225,356.435,75.334,58.347,25.347
743.35,364.385,75.831,58.598,22.738
743.475,367.279,76.534,59.694,19.51
743.6,363.991,77.37,61.431,16.169
743.725,356.001,78.218,63.528,13.167
743.85,346.5,78.964,65.223,10.841
743.975,340.143,79.64,65.951,9.047
744.1,339.847,80.302,65.953,7.686
744.225,345.838,80.971,66.096,6.672
744.35,355.093,81.603,67.276,5.913
744.475,361.681,82.102,69.684,5.307
744.6,361.955,82.37,73.17,4.835
744.725,355.436,82.373,76.96,4.472
744.85,344.323,82.171,79.561,4.222
744.975,332.159,81.901,80.273,4.059
745.1,321.483,81.591,79.33,3.975
745.225,313.156,81.241,77.63,3.959
745.35,307.583,80.856,76.155,3.999
745.475,306.03,80.504,75.26,4.06
745.6,308.341,80.269,74.568,4.117
745.725,313.354,80.193,73.569,4.15
745.85,319.119,80.234,72.12,4.142
745.975,323.857,80.293,70.387,4.106
746.1,327.619,80.342,68.415,4.055
746.225,331.348,80.381,66.545,3.998
